UnitOfMeasureName,SaleDate,ProductCategoryName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,Units
Each,7/28/2023,Vape Product,21923.42,683,21923.42,0,0,683,611
Grams,7/25/2023,Infused Pre-Rolls,40,0,0,2,40,2,2
Each,7/26/2023,Infused (edible),12711.25,628,12711.25,0,0,628,503
Each,7/30/2023,Concentrate (Each),130,4,130,0,0,4,4
Grams,7/27/2023,Buds,20004.4,0,0,4501.5,20004.4,4501.5,459
Grams,7/25/2023,Shake/Trim (by strain),1212.7,0,0,112,1212.7,112,43
Grams,7/28/2023,Buds,6318.69,0,0,931,6318.69,931,153
Grams,7/28/2023,Raw Pre-Rolls,1905.95,0,0,226,1905.95,226,163
Grams,7/26/2023,Raw Pre-Rolls,20870.54,0,0,2517.6,20870.54,2517.6,1722
Each,7/28/2023,Infused (edible),5356.4,258,5356.4,0,0,258,215
Each,7/28/2023,Vape Product,10662.01,356,10662.01,0,0,356,273
Grams,7/30/2023,Infused Pre-Rolls,135,0,0,3.5,135,3.5,5
Each,7/29/2023,Infused Beverage,133,19,133,0,0,19,7
Each,7/29/2023,Concentrate (Each),745,20,745,0,0,20,18
Each,7/25/2023,Infused Beverage,109.94,18,109.94,0,0,18,5
Grams,7/28/2023,Infused Pre-Rolls,447.8,0,0,23.3,447.8,23.3,19
Each,7/29/2023,Infused (edible),4530.25,248,4530.25,0,0,248,201
Each,7/27/2023,Concentrate (Each),174.99,4,174.99,0,0,4,4
Each,7/28/2023,Concentrate (Each),1230,36,1230,0,0,36,31
Each,7/25/2023,Infused Beverage,103.8,25,103.8,0,0,25,17
Grams,7/26/2023,Buds,6863.8,0,0,771.09,6863.8,771.09,168
Each,7/30/2023,Concentrate (Each),919,24,919,0,0,24,23
Each,7/29/2023,Vape Product,11163.49,437,11163.49,0,0,437,362
Grams,7/29/2023,Buds,817.78,0,0,187,817.78,187,49
Each,7/29/2023,Vape Product,3185,85,3185,0,0,85,78
Grams,7/29/2023,Buds,2332.47,0,0,326.5,2332.47,326.5,82
Grams,7/24/2023,Infused Pre-Rolls,1209.05,0,0,45.52,1209.05,45.52,29
Each,7/27/2023,Vape Product,2153.91,52,2153.91,0,0,52,35
Each,7/29/2023,Concentrate (Each),240,6,240,0,0,6,6
Each,7/27/2023,Concentrate (Each),1022,41,1022,0,0,41,32
Grams,7/28/2023,Infused Pre-Rolls,203.35,0,0,12.8,203.35,12.8,10
Grams,7/24/2023,Shake/Trim (by strain),720,0,0,168,720,168,20
Each,7/24/2023,Infused Beverage,16.5,3,16.5,0,0,3,2
Grams,7/27/2023,Raw Pre-Rolls,2712.86,0,0,361.1,2712.86,361.1,226
Grams,7/28/2023,Infused Pre-Rolls,1636.9,0,0,62.7,1636.9,62.7,44
Grams,7/26/2023,Buds,3093,0,0,312.5,3093,312.5,66
Each,7/28/2023,Vape Product,490,16,490,0,0,16,18
Each,7/27/2023,Infused (edible),830.23,42,830.23,0,0,42,34
Each,7/30/2023,Infused Beverage,165,21,165,0,0,21,12
Each,7/26/2023,Vape Product,1535.1,49,1535.1,0,0,49,45
Each,7/29/2023,Infused (non-edible),160,2,160,0,0,2,2
Each,7/29/2023,Infused (non-edible),40,1,40,0,0,1,1
Grams,7/24/2023,Raw Pre-Rolls,3288.09,0,0,328.5,3288.09,328.5,250
Each,7/24/2023,Infused Beverage,101,17,101,0,0,17,6
Grams,7/25/2023,Shake/Trim (by strain),40,0,0,7,40,7,1
Grams,7/27/2023,Raw Pre-Rolls,4238.13,0,0,380.95,4238.13,380.95,265
Grams,7/24/2023,Buds,2191.32,0,0,246.25,2191.32,246.25,34
Each,7/24/2023,Infused (edible),3448,191,3448,0,0,191,140
Each,7/27/2023,Vape Product,1555.99,43,1555.99,0,0,43,41
Each,7/26/2023,Infused (edible),452.04,30,452.04,0,0,30,25
Each,7/29/2023,Concentrate (Each),585,22,585,0,0,22,21
Milligrams,7/25/2023,Infused Pre-Rolls,40,0,0,800,40,800,2
Grams,7/25/2023,Raw Pre-Rolls,1141,0,0,97.5,1141,97.5,68
Each,7/26/2023,Infused (edible),2799.45,111,2799.45,0,0,111,85
Grams,7/29/2023,Raw Pre-Rolls,1182.4,0,0,165,1182.4,165,126
Each,7/30/2023,Infused (edible),450,21,450,0,0,21,18
Each,7/24/2023,Infused Beverage,277.31,49,277.31,0,0,49,8
Each,7/30/2023,Infused Beverage,84,16,84,0,0,16,7
Grams,7/30/2023,Raw Pre-Rolls,3272.46,0,0,357.25,3272.46,357.25,177
Grams,7/24/2023,Raw Pre-Rolls,1681.59,0,0,141.75,1681.59,141.75,89
Each,7/30/2023,Infused Beverage,343,40,343,0,0,40,10
Grams,7/30/2023,Infused Pre-Rolls,112,0,0,6.63,112,6.63,6
Each,7/30/2023,Infused (edible),3113.8,118,3113.8,0,0,118,99
Grams,7/29/2023,Raw Pre-Rolls,4106.99,0,0,322.5,4106.99,322.5,166
Each,7/27/2023,Infused Beverage,120,72,120,0,0,72,15
Each,7/27/2023,Concentrate (Each),1767,33,1767,0,0,33,27
Each,7/27/2023,Infused Beverage,176,65,176,0,0,65,28
Grams,7/29/2023,Shake/Trim,150,0,0,42,150,42,4
Each,7/30/2023,Infused (non-edible),2345,47,2345,0,0,47,46
Grams,7/28/2023,Raw Pre-Rolls,17633.76,0,0,1405.6,17633.76,1405.6,1038
Grams,7/27/2023,Raw Pre-Rolls,566.27,0,0,54,566.27,54,46
Grams,7/30/2023,Infused Pre-Rolls,206.64,0,0,10.4,206.64,10.4,10
Grams,7/29/2023,Kief,19.2,0,0,1,19.2,1,1
Each,7/30/2023,Infused Beverage,161.36,30,161.36,0,0,30,14
Each,7/26/2023,Concentrate (Each),115.02,5,115.02,0,0,5,5
Grams,7/26/2023,Buds,10736,0,0,1650.75,10736,1650.75,249
Grams,7/29/2023,Shake/Trim (by strain),415,0,0,112,415,112,10
Each,7/30/2023,Vape Product,4121,118,4121,0,0,118,101
Each,7/26/2023,Infused Beverage,22,1,22,0,0,1,1
Each,7/28/2023,Vape Product,2500,71,2500,0,0,71,64
Each,7/26/2023,Infused (non-edible),39.2,1,39.2,0,0,1,1
Grams,7/27/2023,Shake/Trim (by strain),217,0,0,42,217,42,2
Grams,7/26/2023,Infused Pre-Rolls,151.8,0,0,6.4,151.8,6.4,7
Each,7/29/2023,Infused (edible),3065.9,231,3065.9,0,0,231,183
Grams,7/24/2023,Raw Pre-Rolls,3692.05,0,0,391.75,3692.05,391.75,313
Grams,7/26/2023,Infused Pre-Rolls,230,0,0,9.3,230,9.3,9
Grams,7/30/2023,Buds,1309,0,0,141,1309,141,33
Each,7/25/2023,Vape Product,9823.32,316,9823.32,0,0,316,289
Grams,7/26/2023,Raw Pre-Rolls,2161.6,0,0,180.8,2161.6,180.8,117
Each,7/26/2023,Infused Beverage,64,9,64,0,0,9,6
Each,7/27/2023,Concentrate (Each),25,2,25,0,0,2,1
Grams,7/24/2023,Infused Pre-Rolls,519.86,0,0,26.6,519.86,26.6,14
Grams,7/25/2023,Raw Pre-Rolls,3359.32,0,0,322.3,3359.32,322.3,228
Each,7/29/2023,Concentrate (Each),2169,89,2169,0,0,89,74
Each,7/28/2023,Infused Beverage,45.75,5,45.75,0,0,5,5
Each,7/24/2023,Vape Product,410,14,410,0,0,14,11
Each,7/27/2023,Concentrate (Each),1243,27,1243,0,0,27,23
Each,7/25/2023,Infused Beverage,45.52,8,45.52,0,0,8,6
Each,7/29/2023,Concentrate (Each),290,10,290,0,0,10,10
Each,7/28/2023,Infused Beverage,51.2,2,51.2,0,0,2,2
Grams,7/30/2023,Shake/Trim (by strain),20,0,0,2,20,2,2
Grams,7/25/2023,Infused Pre-Rolls,60,0,0,2.4,60,2.4,2
Each,7/29/2023,Infused (edible),4598.99,237,4598.99,0,0,237,183
Each,7/30/2023,Infused (edible),1150,47,1150,0,0,47,42
Each,7/26/2023,Vape Product,1880.02,49,1880.02,0,0,49,42
Grams,7/30/2023,Shake/Trim (by strain),136,0,0,28,136,28,4
Each,7/29/2023,Infused (edible),2575.59,135,2575.59,0,0,135,100
Grams,7/24/2023,Buds,3311,0,0,577.5,3311,577.5,64
Grams,7/26/2023,Buds,4074.96,0,0,427,4074.96,427,74
Grams,7/27/2023,Concentrate,70,0,0,2,70,2,2
Grams,7/25/2023,Raw Pre-Rolls,2862.34,0,0,205.55,2862.34,205.55,127
Each,7/28/2023,Infused Beverage,134,11,134,0,0,11,8
Each,7/24/2023,Infused Beverage,10,2,10,0,0,2,1
Grams,7/27/2023,Infused Pre-Rolls,528,0,0,27.6,528,27.6,17
Each,7/28/2023,Infused (edible),2167.05,160,2167.05,0,0,160,132
Each,7/24/2023,Concentrate (Each),285,6,285,0,0,6,5
Grams,7/27/2023,Buds,4810.42,0,0,857.5,4810.42,857.5,93
Each,7/29/2023,Vape Product,1773.12,53,1773.12,0,0,53,44
Each,7/26/2023,Infused (non-edible),13.65,1,13.65,0,0,1,1
Grams,7/27/2023,Shake/Trim (by strain),1330,0,0,266,1330,266,32
Each,7/25/2023,Concentrate (Each),566.2,16,566.2,0,0,16,15
Grams,7/27/2023,Concentrate,110,0,0,3.5,110,3.5,1
Each,7/25/2023,Infused (non-edible),51,3,51,0,0,3,3
Each,7/28/2023,Concentrate (Each),955,18,955,0,0,18,17
Each,7/27/2023,Vape Product,8341.25,209,8341.25,0,0,209,198
Grams,7/25/2023,Infused Pre-Rolls,442,0,0,24.5,442,24.5,14
Each,7/27/2023,Infused Beverage,80,5,80,0,0,5,5
Grams,7/26/2023,Shake/Trim (by strain),198.45,0,0,42,198.45,42,6
Each,7/27/2023,Concentrate (Each),1521,37,1521,0,0,37,34
Grams,7/28/2023,Raw Pre-Rolls,679.71,0,0,106,679.71,106,58
Each,7/26/2023,Vape Product,9742.05,257,9742.05,0,0,257,241
Each,7/26/2023,Concentrate (Each),533.32,16,533.32,0,0,16,14
Each,7/27/2023,Vape Product,2235,62,2235,0,0,62,58
Grams,7/25/2023,Infused Pre-Rolls,65,0,0,2.5,65,2.5,3
Each,7/30/2023,Infused (non-edible),170,5,170,0,0,5,5
Grams,7/24/2023,Shake/Trim,365,0,0,112,365,112,16
Each,7/30/2023,Infused Beverage,117.2,23,117.2,0,0,23,9
Grams,7/26/2023,Infused Pre-Rolls,82,0,0,3.8,82,3.8,4
Grams,7/30/2023,Infused Pre-Rolls,126,0,0,7,126,7,4
Each,7/30/2023,Concentrate (Each),219.5,4,219.5,0,0,4,4
Each,7/24/2023,Infused (edible),369,42,369,0,0,42,23
Each,7/28/2023,Concentrate (Each),387.5,10,387.5,0,0,10,4
Each,7/30/2023,Infused (non-edible),338.12,6,338.12,0,0,6,4
Grams,7/25/2023,Buds,2408,0,0,220.5,2408,220.5,52
Grams,7/29/2023,Shake/Trim,425,0,0,133,425,133,13
Grams,7/28/2023,Infused Pre-Rolls,840,0,0,60,840,60,25
Each,7/24/2023,Vape Product,765.89,25,765.89,0,0,25,26
Grams,7/29/2023,Infused Pre-Rolls,38,0,0,2,38,2,2
Grams,7/24/2023,Raw Pre-Rolls,2123.47,0,0,281.7,2123.47,281.7,185
Grams,7/29/2023,Raw Pre-Rolls,1872.8,0,0,243,1872.8,243,101
Each,7/24/2023,Infused Beverage,541.5,53,541.5,0,0,53,31
Each,7/24/2023,Vape Product,2513.66,41,2513.66,0,0,41,36
Each,7/28/2023,Concentrate (Each),2789.5,122,2789.5,0,0,122,102
Grams,7/25/2023,Shake/Trim (by strain),30,0,0,7,30,7,1
Each,7/27/2023,Infused Beverage,194,23,194,0,0,23,11
Each,7/28/2023,Infused Beverage,85,15,85,0,0,15,14
Each,7/30/2023,Infused (non-edible),125,3,125,0,0,3,2
Each,7/26/2023,Concentrate (Each),554.8,12,554.8,0,0,12,12
Each,7/30/2023,Infused (edible),1652.05,86,1652.05,0,0,86,72
Each,7/25/2023,Infused Beverage,65.8,12,65.8,0,0,12,4
Grams,7/30/2023,Buds,6540,0,0,888.5,6540,888.5,174
Each,7/30/2023,Concentrate (Each),705,17,705,0,0,17,14
Grams,7/27/2023,Buds,2096,0,0,143,2096,143,40
Grams,7/29/2023,Buds,3918.38,0,0,2031.02,3918.38,2031.02,102
Each,7/29/2023,Infused Beverage,50.35,7,50.35,0,0,7,7
Each,7/26/2023,Vape Product,5274.13,124,5274.13,0,0,124,118
Grams,7/30/2023,Buds,6324.1,0,0,1081.5,6324.1,1081.5,200
Each,7/24/2023,Infused (non-edible),80,2,80,0,0,2,1
Each,7/26/2023,Infused (edible),2094,103,2094,0,0,103,81
Grams,7/27/2023,Infused Pre-Rolls,865,0,0,45,865,45,15
Each,7/25/2023,Vape Product,1150.11,25,1150.11,0,0,25,22
Grams,7/26/2023,Infused Pre-Rolls,40,0,0,0.8,40,0.8,2
Grams,7/30/2023,Shake/Trim,42,0,0,5.5,42,5.5,8
Grams,7/30/2023,Shake/Trim,318.58,0,0,70,318.58,70,9
Grams,7/30/2023,Concentrate,90,0,0,2,90,2,2
Grams,7/24/2023,Raw Pre-Rolls,2076.82,0,0,238.75,2076.82,238.75,110
Grams,7/27/2023,Shake/Trim (by strain),1414.02,0,0,336,1414.02,336,44
Grams,7/26/2023,Raw Pre-Rolls,1548.03,0,0,134.4,1548.03,134.4,108
Each,7/26/2023,Infused Beverage,138.8,19,138.8,0,0,19,12
Grams,7/27/2023,Buds,4883.84,0,0,639,4883.84,639,111
Grams,7/24/2023,Buds,800,0,0,91,800,91,20
Each,7/30/2023,Infused (edible),2671.75,121,2671.75,0,0,121,117
Grams,7/29/2023,Buds,8780.45,0,0,868.4,8780.45,868.4,252
Grams,7/25/2023,Raw Pre-Rolls,6611.71,0,0,566.25,6611.71,566.25,506
Each,7/25/2023,Vape Product,1359.1,47,1359.1,0,0,47,44
Each,7/25/2023,Vape Product,6018.25,263,6018.25,0,0,263,227
Each,7/30/2023,Concentrate (Each),945.02,29,945.02,0,0,29,23
Grams,7/30/2023,Shake/Trim (by strain),1728,0,0,532,1728,532,69
Each,7/30/2023,Infused Beverage,105,15,105,0,0,15,5
Grams,7/28/2023,Concentrate,1125,0,0,50.5,1125,50.5,23
Grams,7/26/2023,Buds,4801.3,0,0,340,4801.3,340,85
Grams,7/28/2023,Buds,1876.03,0,0,409.5,1876.03,409.5,63
Each,7/25/2023,Infused Beverage,120,6,120,0,0,6,4
Each,7/26/2023,Vape Product,1067,21,1067,0,0,21,20
Grams,7/29/2023,Raw Pre-Rolls,547.4,0,0,58,547.4,58,45
Grams,7/24/2023,Raw Pre-Rolls,3538.6,0,0,463.5,3538.6,463.5,275
Grams,7/30/2023,Infused Pre-Rolls,204.43,0,0,9,204.43,9,6
Grams,7/28/2023,Infused Pre-Rolls,540.01,0,0,18.8,540.01,18.8,19
Each,7/30/2023,Infused (non-edible),53,2,53,0,0,2,2
Each,7/28/2023,Infused (edible),3475.21,179,3475.21,0,0,179,136
Each,7/27/2023,Vape Product,994.6,28,994.6,0,0,28,28
Each,7/27/2023,Infused (edible),728.05,44,728.05,0,0,44,35
Each,7/24/2023,Concentrate (Each),150,3,150,0,0,3,3
Each,7/29/2023,Infused Beverage,269,47,269,0,0,47,25
Grams,7/24/2023,Raw Pre-Rolls,1249,0,0,169.5,1249,169.5,100
Grams,7/30/2023,Concentrate,40,0,0,1,40,1,1
Each,7/27/2023,Infused Beverage,134.83,10,134.83,0,0,10,6
Each,7/25/2023,Vape Product,3876.93,139,3876.93,0,0,139,130
Each,7/25/2023,Vape Product,904,35,904,0,0,35,34
Grams,7/26/2023,Buds,460,0,0,52,460,52,17
Grams,7/30/2023,Buds,4167,0,0,1018.5,4167,1018.5,72
Grams,7/28/2023,Shake/Trim,160,0,0,35,160,35,5
Grams,7/29/2023,Infused Pre-Rolls,350,0,0,14,350,14,11
Grams,7/29/2023,Concentrate,122.5,0,0,3,122.5,3,3
Each,7/28/2023,Vape Product,6091.91,187,6091.91,0,0,187,174
Each,7/27/2023,Infused (edible),7005.53,518,7005.53,0,0,518,331
Each,7/27/2023,Infused Beverage,663.24,116,663.24,0,0,116,62
Each,7/29/2023,Concentrate (Each),608.66,18,608.66,0,0,18,18
Grams,7/26/2023,Infused Pre-Rolls,128.05,0,0,11,128.05,11,11
Each,7/25/2023,Infused (non-edible),450,9,450,0,0,9,9
Each,7/29/2023,Vape Product,519.5,18,519.5,0,0,18,18
Grams,7/25/2023,Buds,362.42,0,0,49,362.42,49,6
Grams,7/24/2023,Buds,1972.5,0,0,270.3,1972.5,270.3,60
Each,7/28/2023,Concentrate (Each),400,14,400,0,0,14,13
Each,7/24/2023,Vape Product,982.92,22,982.92,0,0,22,22
Each,7/28/2023,Infused Beverage,116.65,5,116.65,0,0,5,5
Each,7/27/2023,Concentrate (Each),105,3,105,0,0,3,3
Grams,7/28/2023,Infused Pre-Rolls,220,0,0,10,220,10,7
Each,7/24/2023,Vape Product,3141,126,3141,0,0,126,120
Grams,7/24/2023,Raw Pre-Rolls,1425.01,0,0,207,1425.01,207,63
Each,7/26/2023,Concentrate (Each),1074,18,1074,0,0,18,15
Grams,7/28/2023,Concentrate,40,0,0,1,40,1,1
Each,7/29/2023,Infused (non-edible),0.01,1,0.01,0,0,1,1
Each,7/28/2023,Concentrate (Each),894.82,22,894.82,0,0,22,20
Each,7/27/2023,Infused (edible),3070.84,204,3070.84,0,0,204,175
Each,7/25/2023,Infused (non-edible),32,1,32,0,0,1,1
Grams,7/26/2023,Kief,30,0,0,1,30,1,1
Each,7/28/2023,Infused Beverage,32.27,6,32.27,0,0,6,5
Grams,7/30/2023,Infused Pre-Rolls,629.48,0,0,35.34,629.48,35.34,31
Grams,7/26/2023,Shake/Trim (by strain),660,0,0,98,660,98,9
Each,7/25/2023,Infused Beverage,132,24,132,0,0,24,9
Each,7/24/2023,Concentrate (Each),1860.42,43,1860.42,0,0,43,38
Grams,7/26/2023,Buds,7118.86,0,0,912,7118.86,912,196
Grams,7/27/2023,Kief,20,0,0,1,20,1,1
Grams,7/25/2023,Buds,16710.88,0,0,4662,16710.88,4662,596
Grams,7/27/2023,Infused Pre-Rolls,244.34,0,0,17,244.34,17,12
Grams,7/25/2023,Concentrate (Bulk),15,0,0,0.5,15,0.5,1
Each,7/26/2023,Infused Beverage,38,9,38,0,0,9,3
Grams,7/28/2023,Shake/Trim (by strain),78,0,0,6.5,78,6.5,4
Each,7/30/2023,Infused (edible),2405.29,97,2405.29,0,0,97,75
Grams,7/28/2023,Infused Pre-Rolls,476,0,0,23,476,23,17
Grams,7/28/2023,Kief,520,0,0,24,520,24,12
Each,7/28/2023,Infused (edible),5138,283,5138,0,0,283,213
Grams,7/27/2023,Buds,6737.45,0,0,1305.7,6737.45,1305.7,207
Grams,7/27/2023,Infused Pre-Rolls,25,0,0,1,25,1,1
Each,7/30/2023,Infused (edible),719.8,39,719.8,0,0,39,31
Each,7/30/2023,Infused (edible),2651,117,2651,0,0,117,96
Grams,7/30/2023,Raw Pre-Rolls,2878.2,0,0,221.9,2878.2,221.9,112
Each,7/24/2023,Concentrate (Each),485,19,485,0,0,19,11
Each,7/28/2023,Infused (non-edible),80,2,80,0,0,2,2
Grams,7/26/2023,Infused Pre-Rolls,15,0,0,0.5,15,0.5,1
Grams,7/26/2023,Shake/Trim (by strain),240,0,0,56,240,56,7
Grams,7/29/2023,Shake/Trim,59,0,0,14,59,14,1
Each,7/27/2023,Infused (edible),4719.43,286,4719.43,0,0,286,238
Grams,7/29/2023,Kief,35,0,0,1,35,1,1
Grams,7/27/2023,Infused Pre-Rolls,40,0,0,2,40,2,2
Grams,7/29/2023,Infused Pre-Rolls,198.36,0,0,10.4,198.36,10.4,9
Grams,7/29/2023,Buds,2515.19,0,0,367.5,2515.19,367.5,44
Each,7/26/2023,Infused (edible),611.5,35,611.5,0,0,35,24
Each,7/30/2023,Infused (edible),1009.32,54,1009.32,0,0,54,43
Each,7/25/2023,Vape Product,520.47,18,520.47,0,0,18,17
Grams,7/28/2023,Raw Pre-Rolls,6175.5,0,0,993.5,6175.5,993.5,608
Grams,7/27/2023,Infused Pre-Rolls,208.67,0,0,8.7,208.67,8.7,9
Each,7/26/2023,Infused (non-edible),95,4,95,0,0,4,3
Each,7/27/2023,Concentrate (Each),2530.36,96,2530.36,0,0,96,88
Grams,7/30/2023,Raw Pre-Rolls,2984.62,0,0,360.5,2984.62,360.5,147
Each,7/30/2023,Infused (edible),3185,114,3185,0,0,114,83
Grams,7/25/2023,Buds,1319.49,0,0,193,1319.49,193,38
Grams,7/26/2023,Raw Pre-Rolls,244.45,0,0,21.5,244.45,21.5,20
Grams,7/30/2023,Shake/Trim (by strain),879.15,0,0,189,879.15,189,22
Grams,7/26/2023,Buds,7168.45,0,0,685.5,7168.45,685.5,158
Each,7/29/2023,Concentrate (Each),3421.01,109,3421.01,0,0,109,100
Grams,7/27/2023,Raw Pre-Rolls,3247.54,0,0,283,3247.54,283,171
Grams,7/26/2023,Buds,1145,0,0,91,1145,91,24
Each,7/29/2023,Vape Product,866.95,19,866.95,0,0,19,18
Each,7/26/2023,Infused Beverage,38.25,8,38.25,0,0,8,5
Grams,7/26/2023,Buds,23813.55,0,0,4716,23813.55,4716,597
Grams,7/30/2023,Shake/Trim (by strain),35,0,0,7,35,7,1
Each,7/30/2023,Infused Beverage,80.42,18,80.42,0,0,18,7
Grams,7/26/2023,Shake/Trim (by strain),270,0,0,63,270,63,7
Grams,7/30/2023,Shake/Trim,338.75,0,0,126,338.75,126,13
Grams,7/29/2023,Shake/Trim (by strain),120,0,0,28,120,28,3
Each,7/27/2023,Concentrate (Each),80,1,80,0,0,1,1
Grams,7/24/2023,Infused Pre-Rolls,255.2,0,0,14.4,255.2,14.4,9
Each,7/28/2023,Infused Beverage,100.8,6,100.8,0,0,6,6
Each,7/26/2023,Infused Beverage,38.8,8,38.8,0,0,8,4
Grams,7/24/2023,Kief,33.33,0,0,2,33.33,2,1
Grams,7/25/2023,Buds,1941,0,0,339.98,1941,339.98,54
Grams,7/24/2023,Buds,23920.3,0,0,4999.2,23920.3,4999.2,668
Each,7/27/2023,Infused Beverage,58,6,58,0,0,6,3
Each,7/25/2023,Infused (edible),362.5,31,362.5,0,0,31,26
Each,7/28/2023,Infused Beverage,112,11,112,0,0,11,8
Grams,7/29/2023,Concentrate,715,0,0,11,715,11,11
Each,7/24/2023,Concentrate (Each),4349.05,87,4349.05,0,0,87,73
Grams,7/26/2023,Buds,22963.75,0,0,3798.5,22963.75,3798.5,372
Each,7/27/2023,Vape Product,5192.95,179,5192.95,0,0,179,169
Each,7/28/2023,Infused Beverage,251.31,41,251.31,0,0,41,16
Grams,7/25/2023,Raw Pre-Rolls,436,0,0,32.5,436,32.5,22
Grams,7/26/2023,Buds,1074,0,0,126,1074,126,23
Grams,7/30/2023,Raw Pre-Rolls,3106.79,0,0,269.25,3106.79,269.25,170
Grams,7/28/2023,Shake/Trim (by strain),327.51,0,0,84.53,327.51,84.53,3
Each,7/29/2023,Infused Beverage,14,4,14,0,0,4,3
Each,7/25/2023,Infused (edible),3160.25,148,3160.25,0,0,148,125
Each,7/28/2023,Infused Beverage,411.5,56,411.5,0,0,56,28
Each,7/26/2023,Concentrate (Each),235,6,235,0,0,6,5
Grams,7/26/2023,Buds,911.49,0,0,199.5,911.49,199.5,33
Each,7/30/2023,Infused (edible),248.91,20,248.91,0,0,20,12
Grams,7/25/2023,Buds,1260.8,0,0,141,1260.8,141,42
Each,7/30/2023,Vape Product,6420,181,6420,0,0,181,171
Grams,7/26/2023,Infused Pre-Rolls,325,0,0,15.45,325,15.45,11
Grams,7/25/2023,Raw Pre-Rolls,3556.67,0,0,303.6,3556.67,303.6,233
Grams,7/29/2023,Shake/Trim (by strain),5218.15,0,0,728.9,5218.15,728.9,207
Grams,7/24/2023,Infused Pre-Rolls,597,0,0,41,597,41,19
Grams,7/24/2023,Concentrate,230,0,0,4,230,4,5
Each,7/30/2023,Infused (non-edible),239.96,4,239.96,0,0,4,3
Each,7/24/2023,Concentrate (Each),1676.5,53,1676.5,0,0,53,49
Grams,7/28/2023,Shake/Trim,523,0,0,112,523,112,16
Each,7/29/2023,Infused (non-edible),40,1,40,0,0,1,1
Each,7/27/2023,Concentrate (Each),1808.2,67,1808.2,0,0,67,56
Grams,7/24/2023,Kief,90,0,0,3,90,3,3
Grams,7/25/2023,Infused Pre-Rolls,56,0,0,2.59,56,2.59,5
Each,7/26/2023,Infused (edible),3758.88,188,3758.88,0,0,188,149
Grams,7/24/2023,Infused Pre-Rolls,204,0,0,9.6,204,9.6,11
Each,7/28/2023,Infused Beverage,162,12,162,0,0,12,5
Each,7/27/2023,Concentrate (Each),460,15,460,0,0,15,14
Each,7/30/2023,Infused (edible),424,21,424,0,0,21,17
Each,7/29/2023,Infused (non-edible),46,2,46,0,0,2,2
Each,7/30/2023,Vape Product,1196.01,55,1196.01,0,0,55,41
Grams,7/28/2023,Infused Pre-Rolls,75,0,0,3,75,3,3
Grams,7/25/2023,Shake/Trim,511.5,0,0,119,511.5,119,11
Each,7/30/2023,Vape Product,1850.2,62,1850.2,0,0,62,56
Grams,7/26/2023,Buds,2120,0,0,226,2120,226,53
Grams,7/29/2023,Concentrate,1485,0,0,40,1485,40,18
Each,7/26/2023,Infused (edible),1187.93,62,1187.93,0,0,62,49
Grams,7/28/2023,Buds,552.85,0,0,70,552.85,70,17
Grams,7/30/2023,Buds,9195.95,0,0,1518.06,9195.95,1518.06,225
Each,7/26/2023,Concentrate (Each),724.15,16,724.15,0,0,16,14
Grams,7/29/2023,Buds,13450,0,0,1827,13450,1827,258
Grams,7/30/2023,Infused Pre-Rolls,197.52,0,0,8.5,197.52,8.5,11
Grams,7/24/2023,Raw Pre-Rolls,3017.63,0,0,414,3017.63,414,305
Grams,7/28/2023,Concentrate,304,0,0,10.5,304,10.5,7
Milligrams,7/26/2023,Concentrate,69.17,0,0,3000,69.17,3000,3
Each,7/24/2023,Concentrate (Each),904.5,32,904.5,0,0,32,29
Grams,7/29/2023,Raw Pre-Rolls,3368.63,0,0,464.5,3368.63,464.5,327
Grams,7/24/2023,Shake/Trim (by strain),37.5,0,0,7,37.5,7,1
Grams,7/30/2023,Buds,1703.01,0,0,220.5,1703.01,220.5,48
Grams,7/30/2023,Raw Pre-Rolls,1943.45,0,0,196.5,1943.45,196.5,122
Each,7/30/2023,Concentrate (Each),1480,42,1480,0,0,42,40
Each,7/26/2023,Infused (edible),690.36,44,690.36,0,0,44,35
Each,7/27/2023,Infused (edible),3278.1,168,3278.1,0,0,168,125
Grams,7/26/2023,Kief,25,0,0,1,25,1,1
Grams,7/28/2023,Shake/Trim (by strain),136.02,0,0,24.9,136.02,24.9,7
Each,7/28/2023,Infused (edible),858.05,55,858.05,0,0,55,37
Each,7/30/2023,Concentrate (Each),560,13,560,0,0,13,13
Grams,7/26/2023,Raw Pre-Rolls,2131.24,0,0,190.6,2131.24,190.6,112
Each,7/28/2023,Concentrate (Each),282,7,282,0,0,7,7
Each,7/30/2023,Vape Product,1515,27,1515,0,0,27,26
Grams,7/29/2023,Raw Pre-Rolls,1546.82,0,0,126,1546.82,126,100
Each,7/30/2023,Infused (edible),3552,186,3552,0,0,186,134
Each,7/25/2023,Infused (edible),1591,78,1591,0,0,78,67
Grams,7/25/2023,Raw Pre-Rolls,1864.55,0,0,185.1,1864.55,185.1,152
Each,7/26/2023,Vape Product,782.5,21,782.5,0,0,21,21
Each,7/29/2023,Infused Beverage,12.22,2,12.22,0,0,2,1
Each,7/30/2023,Infused Beverage,62.9,10,62.9,0,0,10,7
Grams,7/25/2023,Infused Pre-Rolls,590,0,0,38.8,590,38.8,25
Grams,7/30/2023,Buds,4086.33,0,0,550.75,4086.33,550.75,138
