SALE_PERIOD,TOTAL_$,PRODUCT_CATEGORY,UNIT_OF_MEASURE,TOTAL_UNITS,CCC Last Updated,CountBasedTotal,DollarCountBasedTotal,DollarWeightBasedTotal,Quantity,WeightBasedTotal
2023-04-23,190,Infused Pre-Rolls,Grams,6,4/24/2023,,0,190,9.75,9.75
2023-04-18,310,Vape Product,Each,6,4/24/2023,,310,0,6,0
2023-04-22,28,Infused Beverage,Each,3,4/24/2023,,28,0,4,0
2023-04-20,2222.64,Vape Product,Each,67,4/24/2023,,2222.64,0,76,0
2018-11-20 -2023-04-16,11015.56,Shake/Trim,Grams,132,4/24/2023,0,0,11015.56,1428,1428
2023-04-20,3768,Vape Product,Each,80,4/24/2023,,3768,0,81,0
2023-04-21,15367.31,Buds,Grams,327,4/24/2023,,0,15367.31,4630.5,4630.5
2023-04-18,230,Infused (edible),Each,14,4/24/2023,,230,0,14,0
2023-04-17,3429.13,Buds,Grams,84,4/24/2023,,0,3429.13,353.5,353.5
2023-04-21,384.01,Concentrate (Each),Each,7,4/24/2023,,384.01,0,10,0
2023-04-23,95,Infused Pre-Rolls,Grams,5,4/24/2023,,0,95,5.8,5.8
2023-04-23,215,Infused Pre-Rolls,Grams,9,4/24/2023,,0,215,9,9
2018-11-20 -2023-04-16,363909.21,Infused Beverage,Each,26346,4/24/2023,54562,363909.21,0,57754,0
2018-11-20 -2023-04-16,1038866.61,Infused (edible),Each,44354,4/24/2023,44612,1038866.61,0,52334,0
2023-04-18,37.5,Infused Beverage,Each,2,4/24/2023,,37.5,0,3,0
2023-04-17,28,Shake/Trim (by strain),Grams,1,4/24/2023,,0,28,7,7
2023-04-21,711,Raw Pre-Rolls,Grams,44,4/24/2023,,0,711,93.6,93.6
2018-11-20 -2023-04-16,2676.56,Shake/Trim (by strain),Grams,206,4/24/2023,0,0,2676.56,238,238
2023-04-19,406,Infused Beverage,Each,41,4/24/2023,,406,0,75,0
2023-04-23,310,Shake/Trim (by strain),Grams,6,4/24/2023,,0,310,49,49
2018-11-20 -2023-04-16,1459731.36,Buds,Grams,27239,4/24/2023,0,0,1459731.36,156626.75,156626.75
2018-11-20 -2023-04-16,39248.8,Shake/Trim (by strain),Grams,605,4/24/2023,0,0,39248.8,8315,8315
2023-04-20,34.95,Infused Beverage,Each,4,4/24/2023,,34.95,0,5,0
2023-04-18,1364.95,Raw Pre-Rolls,Grams,168,4/24/2023,,0,1364.95,208.3,208.3
2023-04-21,373.35,Buds,Grams,10,4/24/2023,,0,373.35,38.5,38.5
2018-11-20 -2023-04-16,529.2,Infused Beverage,Each,19,4/24/2023,,529.2,0,19,0
2018-11-20 -2023-04-16,10815,Concentrate,Grams,173,4/24/2023,0,0,10815,98.5,98.5
2023-04-17,1019,Vape Product,Each,22,4/24/2023,,1019,0,24,0
2023-04-18,7645.5,Vape Product,Each,176,4/24/2023,,7645.5,0,209,0
2023-04-23,267,Concentrate (Each),Each,7,4/24/2023,,267,0,7,0
2023-04-23,2141,Vape Product,Each,60,4/24/2023,,2141,0,70,0
2023-04-18,42,Infused Beverage,Each,3,4/24/2023,,42,0,6,0
2023-04-17,964,Concentrate (Each),Each,16,4/24/2023,,964,0,22,0
2018-11-20 -2023-04-16,66055.74,Infused Pre-Rolls,Grams,2375,4/24/2023,0,0,66055.74,2816.15,2816.15
2018-11-20 -2023-04-16,22223.44,Infused Beverage,Each,2754,4/24/2023,5095,22223.44,0,6016,0
2018-11-20 -2023-04-16,3569837.32,Raw Pre-Rolls,Grams,235188,4/24/2023,0,0,3569837.32,326443.6,326443.6
2023-04-21,85,Infused Pre-Rolls,Grams,3,4/24/2023,,0,85,3,3
2023-04-20,813,Shake/Trim (by strain),Grams,18,4/24/2023,,0,813,161,161
2023-04-19,2441.25,Concentrate (Each),Each,103,4/24/2023,,2441.25,0,131,0
2023-04-22,1116.15,Vape Product,Each,22,4/24/2023,,1116.15,0,26,0
2023-04-19,5207.78,Infused (edible),Each,224,4/24/2023,,5207.78,0,320,0
2023-04-20,3320.23,Infused (edible),Each,139,4/24/2023,,3320.23,0,169,0
2023-04-21,697.75,Infused Beverage,Each,53,4/24/2023,,697.75,0,102,0
2023-04-19,25,Infused (non-edible),Each,1,4/24/2023,,25,0,1,0
2018-11-20 -2023-04-16,4147,Infused (edible),Each,207,4/24/2023,,4147,0,231,0
2023-04-22,1766.23,Buds,Grams,52,4/24/2023,,0,1766.23,185.5,185.5
2023-04-19,60,Concentrate (Bulk),Grams,1,4/24/2023,,0,60,1,1
2023-04-20,9449.26,Buds,Grams,236,4/24/2023,,0,9449.26,1037.5,1037.5
2023-04-23,1031.01,Buds,Grams,27,4/24/2023,,0,1031.01,116.5,116.5
2023-04-22,3868.15,Buds,Grams,107,4/24/2023,,0,3868.15,373,373
2023-04-21,5454.88,Buds,Grams,165,4/24/2023,,0,5454.88,693.5,693.5
2023-04-18,440,Vape Product,Each,11,4/24/2023,,440,0,11,0
2018-11-20 -2023-04-16,121728.65,Raw Pre-Rolls,Grams,7943,4/24/2023,0,0,121728.65,12797.5,12797.5
2018-11-20 -2023-04-16,846168.91,Concentrate (Each),Each,12511,4/24/2023,14283,846168.91,0,14847,0
2018-11-20 -2023-04-16,1682344.29,Shake/Trim (by strain),Grams,33886,4/24/2023,0,0,1682344.29,317410,317410
2023-04-21,413,Concentrate (Each),Each,11,4/24/2023,,413,0,12,0
2023-04-21,512.5,Concentrate (Each),Each,15,4/24/2023,,512.5,0,17,0
2023-04-23,1903.1,Raw Pre-Rolls,Grams,153,4/24/2023,,0,1903.1,137.1,137.1
2023-04-21,120,Infused (non-edible),Each,2,4/24/2023,,120,0,2,0
2018-11-20 -2023-04-16,164559.08,Concentrate (Each),Each,3841,4/24/2023,3640,164559.08,0,4101,0
2023-04-19,247,Raw Pre-Rolls,Grams,14,4/24/2023,,0,247,16,16
2018-11-20 -2023-04-16,5757,Kief,Grams,175,4/24/2023,0,0,5757,200,200
2023-04-18,33.35,Infused Beverage,Each,4,4/24/2023,,33.35,0,5,0
2023-04-19,1541,Buds,Grams,68,4/24/2023,,0,1541,199.5,199.5
2023-04-21,2394.02,Vape Product,Each,52,4/24/2023,,2394.02,0,53,0
2023-04-23,480,Shake/Trim (by strain),Grams,10,4/24/2023,,0,480,84,84
2023-04-21,1972.96,Raw Pre-Rolls,Grams,152,4/24/2023,,0,1972.96,241,241
2018-11-20 -2023-04-16,141255.42,Raw Pre-Rolls,Grams,6593,4/24/2023,0,0,141255.42,11345.9,11345.9
2023-04-21,3519.22,Raw Pre-Rolls,Grams,320,4/24/2023,,0,3519.22,547.45,547.45
2023-04-20,780,Concentrate (Each),Each,24,4/24/2023,,780,0,26,0
2023-04-21,1650.88,Shake/Trim,Grams,64,4/24/2023,,0,1650.88,511,511
2023-04-17,205,Infused Pre-Rolls,Grams,9,4/24/2023,,0,205,10.8,10.8
2018-11-20 -2023-04-16,655.61,Concentrate (Bulk),Grams,28,4/24/2023,0,0,655.61,1.27,1.27
2023-04-22,110,Concentrate,Grams,2,4/24/2023,,0,110,2,2
2023-04-19,1280,Buds,Grams,44,4/24/2023,,0,1280,175,175
2023-04-20,220,Infused (non-edible),Each,4,4/24/2023,,220,0,6,0
2023-04-18,376.8,Raw Pre-Rolls,Grams,17,4/24/2023,,0,376.8,26.25,26.25
2023-04-20,1086.41,Infused Beverage,Each,118,4/24/2023,,1086.41,0,137,0
2023-04-23,566,Infused (edible),Each,29,4/24/2023,,566,0,37,0
2023-04-23,65.92,Infused Beverage,Each,12,4/24/2023,,65.92,0,14,0
2023-04-20,3964.51,Vape Product,Each,122,4/24/2023,,3964.51,0,148,0
2023-04-19,537,Buds,Grams,12,4/24/2023,,0,537,42,42
2018-11-20 -2023-04-16,2944866.46,Raw Pre-Rolls,Grams,167085,4/24/2023,0,0,2944866.46000001,229130.6,229130.6
2023-04-17,1702.12,Infused (edible),Each,66,4/24/2023,,1702.12,0,88,0
2023-04-17,130,Infused Beverage,Each,11,4/24/2023,,130,0,21,0
2023-04-18,180,Shake/Trim (by strain),Grams,3,4/24/2023,,0,180,28,28
2023-04-21,5237.94,Infused (edible),Each,179,4/24/2023,,5237.94,0,217,0
2023-04-22,70,Infused (non-edible),Each,1,4/24/2023,,70,0,1,0
2023-04-19,390.56,Raw Pre-Rolls,Grams,41,4/24/2023,,0,390.56,46,46
2023-04-23,50,Infused Beverage,Each,4,4/24/2023,,50,0,10,0
2023-04-22,1184.85,Infused (edible),Each,34,4/24/2023,,1184.85,0,56,0
2023-04-20,3247.29,Concentrate (Each),Each,144,4/24/2023,,3247.29,0,161,0
2023-04-23,660,Shake/Trim (by strain),Grams,18,4/24/2023,,0,660,154,154
2023-04-18,2382.21,Raw Pre-Rolls,Grams,129,4/24/2023,,0,2382.21,188,188
2023-04-19,503,Vape Product,Each,19,4/24/2023,,503,0,19,0
2023-04-20,35,Kief,Grams,1,4/24/2023,,0,35,1,1
2018-11-20 -2023-04-16,58014.59,Shake/Trim,Grams,1547,4/24/2023,0,0,58014.59,12251,12251
2018-11-20 -2023-04-16,14261.36,Shake/Trim,Grams,382,4/24/2023,0,0,14261.36,3038,3038
2023-04-20,2749.44,Buds,Grams,65,4/24/2023,,0,2749.44,626.5,626.5
2023-04-22,210,Infused Pre-Rolls,Grams,9,4/24/2023,,0,210,9.9,9.9
2023-04-18,400,Shake/Trim (by strain),Grams,12,4/24/2023,,0,400,91,91
2023-04-20,6600.45,Vape Product,Each,229,4/24/2023,,6600.45,0,239,0
2018-11-20 -2023-04-16,20141.2,Raw Pre-Rolls,Grams,1545,4/24/2023,,0,20141.2,2303.5,2303.5
2023-04-21,16004.42,Vape Product,Each,492,4/24/2023,,16004.42,0,537,0
2023-04-19,90,Infused Pre-Rolls,Grams,4,4/24/2023,,0,90,4,4
2023-04-18,45,Kief,Grams,2,4/24/2023,,0,45,2,2
2023-04-19,2460.7,Raw Pre-Rolls,Grams,187,4/24/2023,,0,2460.7,236.5,236.5
2023-04-20,5118.5,Buds,Grams,119,4/24/2023,,0,5118.5,575.8,575.8
2023-04-23,164,Infused Beverage,Each,12,4/24/2023,,164,0,12,0
2018-11-20 -2023-04-16,27951.58,Shake/Trim,Grams,1024,4/24/2023,0,0,27951.58,3083,3083
2018-11-20 -2023-04-16,1897016.4,Raw Pre-Rolls,Grams,108191,4/24/2023,0,0,1897016.4,146042.25,146042.25
2018-11-20 -2023-04-16,760775.38,Buds,Grams,20713,4/24/2023,0,0,760775.38,96461,96461
2023-04-22,592.5,Shake/Trim (by strain),Grams,20,4/24/2023,,0,592.5,140,140
2023-04-17,105,Concentrate,Grams,2,4/24/2023,,0,105,2,2
2023-04-20,1398.75,Shake/Trim,Grams,18,4/24/2023,,0,1398.75,266,266
2023-04-21,78.5,Concentrate (Each),Each,2,4/24/2023,,78.5,0,3,0
2023-04-19,67.5,Concentrate,Grams,1,4/24/2023,,0,67.5,3,3
2023-04-20,48542,Buds,Grams,1574,4/24/2023,,0,48542,6388,6388
2023-04-21,690.2,Concentrate (Each),Each,16,4/24/2023,,690.2,0,16,0
2023-04-21,6876.88,Raw Pre-Rolls,Grams,401,4/24/2023,,0,6876.88,787,787
2023-04-21,2941.01,Vape Product,Each,89,4/24/2023,,2941.01,0,97,0
2023-04-18,1277.13,Infused (edible),Each,56,4/24/2023,,1277.13,0,63,0
2018-11-20 -2023-04-16,9704946.94,Infused (edible),Each,291040,4/24/2023,352341,9704946.93999999,0,356782,0
2023-04-23,501.01,Infused (edible),Each,22,4/24/2023,,501.01,0,25,0
2023-04-23,7,Infused Beverage,Each,1,4/24/2023,,7,0,1,0
2023-04-17,322.64,Raw Pre-Rolls,Grams,24,4/24/2023,,0,322.64,45,45
2023-04-19,1193.34,Raw Pre-Rolls,Grams,102,4/24/2023,,0,1193.34,140,140
2023-04-20,8713.36,Infused (edible),Each,397,4/24/2023,,8713.36,0,451,0
2023-04-22,1397,Raw Pre-Rolls,Grams,88,4/24/2023,,0,1397,148.25,148.25
2023-04-19,5881.83,Vape Product,Each,129,4/24/2023,,5881.83,0,135,0
2023-04-21,1054.03,Infused (edible),Each,38,4/24/2023,,1054.03,0,46,0
2023-04-22,59,Infused Beverage,Each,7,4/24/2023,,59,0,11,0
2023-04-17,11718.74,Buds,Grams,507,4/24/2023,,0,11718.74,2718,2718
2023-04-22,20,Shake/Trim (by strain),Grams,1,4/24/2023,,0,20,2.5,2.5
2018-11-20 -2023-04-16,53533.73,Infused (non-edible),Each,1399,4/24/2023,1577,53533.73,0,1614,0
2023-04-17,260.03,Concentrate (Each),Each,6,4/24/2023,,260.03,0,9,0
2023-04-21,3525,Vape Product,Each,104,4/24/2023,,3525,0,123,0
2023-04-19,10009.88,Buds,Grams,243,4/24/2023,,0,10009.88,931,931
2023-04-19,505.07,Raw Pre-Rolls,Grams,32,4/24/2023,,0,505.07,54.75,54.75
2023-04-17,355,Infused Pre-Rolls,Grams,7,4/24/2023,,0,355,21,21
2023-04-20,35,Infused (non-edible),Each,1,4/24/2023,,35,0,1,0
2023-04-22,90,Shake/Trim (by strain),Grams,2,4/24/2023,,0,90,14,14
2023-04-19,2306.7,Raw Pre-Rolls,Grams,133,4/24/2023,,0,2306.7,325,325
2023-04-19,585,Shake/Trim (by strain),Grams,15,4/24/2023,,0,585,105,105
2018-11-20 -2023-04-16,1129.3,Seeds,Each,44,4/24/2023,72,1129.3,0,98,0
2023-04-21,999.45,Buds,Grams,20,4/24/2023,,0,999.45,105,105
2023-04-20,22,Infused Beverage,Each,1,4/24/2023,,22,0,4,0
2023-04-18,203,Vape Product,Each,4,4/24/2023,,203,0,4,0
2023-04-21,88,Infused Beverage,Each,8,4/24/2023,,88,0,11,0
2023-04-20,363.5,Infused Pre-Rolls,Grams,19,4/24/2023,,0,363.5,26.3,26.3
2023-04-20,2998.4,Infused (edible),Each,117,4/24/2023,,2998.4,0,141,0
2018-11-20 -2023-04-16,72940.84,Infused Pre-Rolls,Grams,2415,4/24/2023,0,0,72940.84,2666.5,2666.5
2023-04-20,605.38,Raw Pre-Rolls,Grams,75,4/24/2023,,0,605.38,98,98
2023-04-20,5667.2,Vape Product,Each,141,4/24/2023,,5667.2,0,156,0
2023-04-23,0.02,Infused (non-edible),Each,1,4/24/2023,,0.02,0,2,0
2023-04-21,1176.38,Infused (edible),Each,89,4/24/2023,,1176.38,0,97,0
2023-04-19,345.83,Shake/Trim (by strain),Grams,10,4/24/2023,,0,345.83,77,77
2023-04-23,285,Concentrate (Each),Each,6,4/24/2023,,285,0,6,0
2023-04-21,670,Concentrate (Each),Each,21,4/24/2023,,670,0,24,0
2023-04-22,363,Concentrate (Each),Each,5,4/24/2023,,363,0,5,0
2023-04-22,4098,Vape Product,Each,104,4/24/2023,,4098,0,116,0
2023-04-21,1043.24,Shake/Trim (by strain),Grams,28,4/24/2023,,0,1043.24,308,308
2023-04-18,4089.29,Infused (edible),Each,170,4/24/2023,,4089.29,0,182,0
2023-04-21,36,Shake/Trim (by strain),Grams,1,4/24/2023,,0,36,14,14
2023-04-18,60,Kief,Grams,2,4/24/2023,,0,60,2,2
2023-04-23,237.53,Raw Pre-Rolls,Grams,12,4/24/2023,,0,237.53,20,20
2023-04-19,1498.6,Concentrate (Each),Each,57,4/24/2023,,1498.6,0,57,0
2018-11-20 -2023-04-16,96431.51,Infused Pre-Rolls,Grams,3532,4/24/2023,0,0,96431.51,4320.94,4320.94
2023-04-18,4312.99,Vape Product,Each,119,4/24/2023,,4312.99,0,129,0
2023-04-22,3989.02,Vape Product,Each,101,4/24/2023,,3989.02,0,121,0
2018-11-20 -2023-04-16,1625,Concentrate (Bulk),Grams,25,4/24/2023,0,0,1625,25,25
2018-11-20 -2023-04-16,1257994.14,Raw Pre-Rolls,Grams,94426,4/24/2023,0,0,1257994.14,91795.81,91795.81
2023-04-22,2390,Concentrate (Each),Each,77,4/24/2023,,2390,0,120,0
2023-04-22,300,Infused Pre-Rolls,Grams,8,4/24/2023,,0,300,8.6,8.6
2023-04-23,1831.94,Raw Pre-Rolls,Grams,121,4/24/2023,,0,1831.94,193.3,193.3
2023-04-17,4062.46,Buds,Grams,86,4/24/2023,,0,4062.46,478,478
2023-04-21,792.5,Vape Product,Each,20,4/24/2023,,792.5,0,19,0
2018-11-20 -2023-04-16,28630.3,Infused Beverage,Each,2165,4/24/2023,2781,28630.3,0,3209,0
2023-04-17,355,Shake/Trim,Grams,8,4/24/2023,,0,355,84,84
2023-04-21,3794.75,Raw Pre-Rolls,Grams,309,4/24/2023,,0,3794.75,369.5,369.5
2023-04-23,541,Infused Pre-Rolls,Grams,19,4/24/2023,,0,541,26,26
2023-04-23,736.8,Raw Pre-Rolls,Grams,48,4/24/2023,,0,736.8,126,126
2023-04-17,2498.68,Raw Pre-Rolls,Grams,225,4/24/2023,,0,2498.68,368.5,368.5
2018-11-20 -2023-04-16,55111.35,Infused (edible),Each,3260,4/24/2023,2253,55111.35,0,3778,0
2023-04-20,4044,Vape Product,Each,79,4/24/2023,,4044,0,85,0
2023-04-17,36,Infused Beverage,Each,8,4/24/2023,,36,0,18,0
2018-11-20 -2023-04-16,23914.85,Infused Pre-Rolls,Grams,700,4/24/2023,0,0,23914.85,1005.6,1005.6
2023-04-18,65,Infused (non-edible),Each,2,4/24/2023,,65,0,2,0
2023-04-17,40,Infused (non-edible),Each,1,4/24/2023,,40,0,1,0
2023-04-20,90.04,Concentrate (Each),Each,5,4/24/2023,,90.04,0,6,0
2023-04-20,79.8,Infused Beverage,Each,11,4/24/2023,,79.8,0,19,0
2023-04-22,11729.34,Vape Product,Each,306,4/24/2023,,11729.34,0,327,0
2023-04-18,55,Infused (non-edible),Each,3,4/24/2023,,55,0,3,0
2023-04-17,14.33,Infused (non-edible),Each,2,4/24/2023,,14.33,0,3,0
2018-11-20 -2023-04-16,4380552.22,Infused (edible),Each,122116,4/24/2023,156534,4380552.22,0,161254,0
2023-04-18,181.94,Infused (edible),Each,13,4/24/2023,,181.94,0,14,0
2023-04-19,3224.3,Infused (edible),Each,108,4/24/2023,,3224.3,0,135,0
2023-04-22,161,Infused (non-edible),Each,7,4/24/2023,,161,0,7,0
2023-04-23,317.51,Infused Pre-Rolls,Grams,11,4/24/2023,,0,317.51,17.4,17.4
2023-04-20,11427.78,Buds,Grams,302,4/24/2023,,0,11427.78,1894,1894
2023-04-20,0.15,Infused (non-edible),Each,4,4/24/2023,,0.15,0,15,0
2023-04-19,38.85,Infused Beverage,Each,4,4/24/2023,,38.85,0,6,0
2023-04-21,7075,Buds,Grams,136,4/24/2023,,0,7075,759.5,759.5
2023-04-17,211.34,Infused (edible),Each,9,4/24/2023,,211.34,0,10,0
2023-04-23,593.4,Raw Pre-Rolls,Grams,22,4/24/2023,,0,593.4,53,53
2023-04-18,84.01,Shake/Trim,Grams,3,4/24/2023,,0,84.01,28,28
2023-04-22,692.56,Vape Product,Each,19,4/24/2023,,692.56,0,18,0
2023-04-21,40,Concentrate (Each),Each,1,4/24/2023,,40,0,1,0
2018-11-20 -2023-04-16,1376324.8,Buds,Grams,36818,4/24/2023,0,0,1376324.8,184625.85,184625.85
2018-11-20 -2023-04-16,9684.77,Concentrate,Grams,85,4/24/2023,0,0,9684.77,276,276
2018-11-20 -2023-04-16,266978.15,Vape Product,Each,4821,4/24/2023,4660,266978.15,0,5250,0
2023-04-18,1397.5,Infused (edible),Each,60,4/24/2023,,1397.5,0,77,0
2018-11-20 -2023-04-16,4041450.01,Vape Product,Each,92236,4/24/2023,93924,4041450.01,0,98556,0
2023-04-20,20,Infused (non-edible),Each,1,4/24/2023,,20,0,1,0
2023-04-18,76.2,Infused Beverage,Each,6,4/24/2023,,76.2,0,13,0
2023-04-18,54,Concentrate,Grams,2,4/24/2023,,0,54,2,2
2023-04-21,40.45,Infused (non-edible),Each,1,4/24/2023,,40.45,0,1,0
2023-04-21,675,Concentrate,Grams,11,4/24/2023,,0,675,17.5,17.5
2023-04-22,1392.83,Vape Product,Each,40,4/24/2023,,1392.83,0,41,0
2023-04-20,3748.4,Infused (edible),Each,129,4/24/2023,,3748.4,0,149,0
2018-11-20 -2023-04-16,87169.7,Shake/Trim (by strain),Grams,2074,4/24/2023,0,0,87169.7,17683,17683
2023-04-20,30.75,Infused (non-edible),Each,2,4/24/2023,,30.75,0,2,0
2023-04-21,356.7,Raw Pre-Rolls,Grams,23,4/24/2023,,0,356.7,29,29
2018-11-20 -2023-04-16,4550886.16,Raw Pre-Rolls,Grams,220973,4/24/2023,0,0,4550886.16,311864.75,311864.75
2023-04-22,410,Infused Beverage,Each,24,4/24/2023,,410,0,76,0
2023-04-19,490,Shake/Trim (by strain),Grams,8,4/24/2023,,0,490,98,98
2023-04-22,296,Raw Pre-Rolls,Grams,26,4/24/2023,,0,296,30,30
2023-04-19,190,Infused Pre-Rolls,Grams,6,4/24/2023,,0,190,10.8,10.8
2023-04-21,815.02,Vape Product,Each,21,4/24/2023,,815.02,0,22,0
2023-04-19,45,Infused (non-edible),Each,1,4/24/2023,,45,0,1,0
2023-04-23,498.75,Infused Pre-Rolls,Grams,15,4/24/2023,,0,498.75,13.4,13.4
2023-04-17,6,Infused Beverage,Each,1,4/24/2023,,6,0,1,0
2023-04-20,300,Shake/Trim (by strain),Grams,10,4/24/2023,,0,300,70,70
2023-04-20,3971.6,Raw Pre-Rolls,Grams,388,4/24/2023,,0,3971.6,581.45,581.45
2023-04-23,317,Infused Pre-Rolls,Grams,17,4/24/2023,,0,317,17.51,17.51
2018-11-20 -2023-04-16,71264.45,Infused Pre-Rolls,Grams,2581,4/24/2023,0,0,71264.45,3269.2,3269.2
2023-04-22,120,Concentrate (Each),Each,2,4/24/2023,,120,0,2,0
2023-04-17,175,Vape Product,Each,4,4/24/2023,,175,0,4,0
2023-04-19,40,Infused (non-edible),Each,1,4/24/2023,,40,0,1,0
2023-04-17,383.05,Infused Pre-Rolls,Grams,17,4/24/2023,,0,383.05,21,21
2023-04-23,473,Concentrate (Each),Each,11,4/24/2023,,473,0,12,0
2023-04-21,1487.6,Infused Pre-Rolls,Grams,78,4/24/2023,,0,1487.6,93.35,93.35
2023-04-20,1652.26,Raw Pre-Rolls,Grams,119,4/24/2023,,0,1652.26,146,146
2023-04-18,229.01,Infused (non-edible),Each,2,4/24/2023,,229.01,0,6,0
2023-04-17,240,Infused Beverage,Each,4,4/24/2023,,240,0,9,0
2023-04-20,10527.13,Raw Pre-Rolls,Grams,551,4/24/2023,,0,10527.13,1073,1073
2023-04-23,6971,Buds,Grams,186,4/24/2023,,0,6971,896,896
2023-04-19,4827,Vape Product,Each,94,4/24/2023,,4827,0,110,0
2023-04-17,45,Shake/Trim,Grams,2,4/24/2023,,0,45,14,14
2023-04-22,505.67,Infused Pre-Rolls,Grams,29,4/24/2023,,0,505.67,24.56,24.56
2023-04-17,2823.53,Buds,Grams,55,4/24/2023,,0,2823.53,266.1,266.1
2023-04-22,890,Concentrate (Each),Each,18,4/24/2023,,890,0,19,0
2023-04-23,2789,Buds,Grams,66,4/24/2023,,0,2789,358.5,358.5
2018-11-20 -2023-04-16,1778288.49,Infused (edible),Each,62957,4/24/2023,74583,1778288.49,0,77949,0
2023-04-18,300,Infused Pre-Rolls,Grams,2,4/24/2023,,0,300,15,15
2023-04-23,4640,Buds,Grams,93,4/24/2023,,0,4640,467.5,467.5
2023-04-19,75,Infused Pre-Rolls,Grams,3,4/24/2023,,0,75,3,3
2023-04-17,120,Shake/Trim,Grams,3,4/24/2023,,0,120,21,21
2018-11-20 -2023-04-16,96756.62,Vape Product,Each,2476,4/24/2023,1814,96756.62,0,2680,0
2023-04-22,25,Infused (non-edible),Each,1,4/24/2023,,25,0,1,0
2023-04-19,4380,Buds,Grams,84,4/24/2023,,0,4380,420.5,420.5
2023-04-23,1960.01,Vape Product,Each,74,4/24/2023,,1960.01,0,93,0
2023-04-22,695,Shake/Trim,Grams,8,4/24/2023,,0,695,182,182
2023-04-21,1136.98,Infused Pre-Rolls,Grams,73,4/24/2023,,0,1136.98,94.55,94.55
2023-04-20,480,Shake/Trim (by strain),Grams,10,4/24/2023,,0,480,77,77
2023-04-20,813.38,Infused Beverage,Each,125,4/24/2023,,813.38,0,201,0
2023-04-19,452,Concentrate,Grams,6,4/24/2023,,0,452,13,13
2023-04-18,880.61,Infused (edible),Each,36,4/24/2023,,880.61,0,43,0
2023-04-21,80,Concentrate (Each),Each,2,4/24/2023,,80,0,2,0
2023-04-23,1811.99,Vape Product,Each,60,4/24/2023,,1811.99,0,66,0
2023-04-22,1510,Buds,Grams,37,4/24/2023,,0,1510,199.5,199.5
2023-04-17,9776,Vape Product,Each,238,4/24/2023,,9776,0,278,0
2018-11-20 -2023-04-16,128063.27,Infused Pre-Rolls,Grams,4558,4/24/2023,0,0,128063.27,5392.4,5392.4
2023-04-18,20.35,Infused (edible),Each,36,4/24/2023,,20.35,0,37,0
2023-04-18,331,Infused Beverage,Each,13,4/24/2023,,331,0,20,0
2023-04-18,42,Infused Beverage,Each,4,4/24/2023,,42,0,7,0
2023-04-18,1107.5,Concentrate (Each),Each,21,4/24/2023,,1107.5,0,22,0
2023-04-19,25,Infused (non-edible),Each,1,4/24/2023,,25,0,1,0
2023-04-23,587.5,Concentrate (Each),Each,11,4/24/2023,,587.5,0,11,0
2023-04-19,2283.34,Raw Pre-Rolls,Grams,147,4/24/2023,,0,2283.34,216.25,216.25
2023-04-17,750,Shake/Trim,Grams,22,4/24/2023,,0,750,175,175
2023-04-19,1265.4,Raw Pre-Rolls,Grams,77,4/24/2023,,0,1265.4,131.5,131.5
2023-04-22,6390.71,Raw Pre-Rolls,Grams,385,4/24/2023,,0,6390.71,556.5,556.5
2023-04-22,2114.55,Infused Beverage,Each,145,4/24/2023,,2114.55,0,271,0
2023-04-20,90,Infused (non-edible),Each,2,4/24/2023,,90,0,3,0
2018-11-20 -2023-04-16,3900,Shake/Trim,Grams,32,4/24/2023,,0,3900,896,896
2023-04-19,866.5,Shake/Trim (by strain),Grams,29,4/24/2023,,0,866.5,231,231
2023-04-23,90,Concentrate (Each),Each,2,4/24/2023,,90,0,2,0
2023-04-18,2442.55,Infused (edible),Each,110,4/24/2023,,2442.55,0,132,0
2023-04-20,5796.13,Buds,Grams,155,4/24/2023,,0,5796.13,931,931
2018-11-20 -2023-04-16,48388.23,Infused Beverage,Each,4364,4/24/2023,7758,48388.23,0,8463,0
2023-04-21,993.3,Raw Pre-Rolls,Grams,55,4/24/2023,,0,993.3,87,87
2023-04-18,63,Infused Beverage,Each,3,4/24/2023,,63,0,3,0
2023-04-19,6025,Vape Product,Each,165,4/24/2023,,6025,0,178,0
2018-11-20 -2023-04-16,35254,Shake/Trim,Grams,834,4/24/2023,0,0,35254,6576.3,6576.3
2018-11-20 -2023-04-16,288541.28,Infused (non-edible),Each,5219,4/24/2023,5864,288541.28,0,5900,0
2023-04-19,379.9,Infused (edible),Each,16,4/24/2023,,379.9,0,19,0
2023-04-17,83,Infused Pre-Rolls,Grams,4,4/24/2023,,0,83,4.05,4.05
2023-04-21,536,Shake/Trim,Grams,15,4/24/2023,,0,536,133,133
2023-04-17,2751.86,Buds,Grams,48,4/24/2023,,0,2751.86,213.5,213.5
2023-04-17,662.21,Infused Pre-Rolls,Grams,31,4/24/2023,,0,662.21,35.2,35.2
2023-04-22,4081.5,Vape Product,Each,102,4/24/2023,,4081.5,0,126,0
2023-04-23,84.59,Infused Pre-Rolls,Grams,3,4/24/2023,,0,84.59,1.8,1.8
2023-04-22,749.26,Infused (edible),Each,53,4/24/2023,,749.26,0,66,0
2018-11-20 -2023-04-16,3328744.24,Concentrate (Each),Each,57648,4/24/2023,64271,3328744.24,0,65774,0
2023-04-22,910,Shake/Trim,Grams,13,4/24/2023,,0,910,182,182
